

Training : at 	1527607955.6948347
 Epoch :0, 	Average cost:3.453185992294483

 Dev Accuracy : 32.20338983050847
 Average Dev Cost : 
 1.9909
[torch.cuda.FloatTensor of size 1 (GPU 0)]


 Testing : 
 Input 			 Prediction 	 Actual
crop:weed			Synonym	Antonym
brook:water			IsA	MadeOf
mind:mood			HasA	Synonym
court:residence			IsA	IsA
department:division			IsA	IsA
green:red			IsA	Antonym
everything:nothing			Antonym	Antonym
family:order			IsA	MemberOf
man:nature			IsA	PartOf
spirit:person			IsA	IsA
air:oxygen			HasA	HasA
tissue:skin			Antonym	PartOf
night:darkness			HasA	Synonym
power:control			IsA	Synonym
hall:room			IsA	Antonym
affection:love			IsA	Synonym
house:white			HasA	HasProperty
bottle:beer			Antonym	HasA
map:information			IsA	HasA
deal:lot			Antonym	Synonym
love:lover			Synonym	Synonym
boyfriend:girlfriend			IsA	Antonym
home:street			Synonym	Antonym
lid:top			IsA	IsA
radio:tv			Antonym	Antonym
ocean:sea			Antonym	IsA
trunk:car			PartOf	PartOf
money:value			IsA	HasA
help:trouble			Synonym	Antonym
child:young			HasA	HasProperty
edinburgh:place			IsA	IsA
doorway:wall			Antonym	PartOf
punishment:crime			IsA	Antonym
bathroom:toilet			IsA	HasA
statement:fact			Antonym	IsA
bicycle:bike			IsA	Synonym
street:pavement			HasA	MadeOf
top:foot			HasA	Antonym
sand:soil			IsA	Antonym
house:lawn			HasA	HasA
energy:electron			HasA	MadeOf
break:change			IsA	IsA
garden:yard			HasA	IsA
car:red			HasA	HasProperty
nut:bolt			IsA	PartOf
action:energy			HasA	Synonym
sister:family			IsA	PartOf
oil:water			Antonym	Antonym
love:care			IsA	IsA
defeat:end			IsA	IsA
america:continent			IsA	IsA
minute:hour			IsA	PartOf
novel:story			IsA	IsA
line:letter			IsA	PartOf
camp:fun			HasProperty	HasProperty
society:club			Antonym	IsA
play:film			Antonym	IsA
camp:place			IsA	IsA
form:word			Antonym	IsA
sorrow:life			IsA	PartOf
material:fabric			Synonym	Synonym
division:union			Antonym	Antonym
god:human			PartOf	IsA
stone:water			HasA	Antonym
music:television			PartOf	Antonym
lemon:orange			IsA	Antonym
population:person			IsA	Antonym
enemy:friend			IsA	Antonym
man:staff			IsA	IsA
nice:france			PartOf	PartOf
bus:coach			HasA	Synonym
profit:benefit			IsA	Antonym
capital:town			PartOf	Antonym
voice:sound			IsA	IsA
husband:family			IsA	PartOf
glass:window			IsA	PartOf
chicken:vegetable			IsA	Antonym
cloud:water			Antonym	HasA
bar:place			IsA	IsA
agreement:deal			IsA	Synonym
fun:free			Antonym	HasProperty
page:record			IsA	Synonym
mind:idea			IsA	Synonym
person:water			HasA	MadeOf
chapter:book			PartOf	PartOf
toy:fun			HasProperty	HasProperty
heart:organ			IsA	IsA
fire:ice			Antonym	Antonym
set:number			IsA	HasA
music:tune			IsA	HasA
question:problem			IsA	Synonym
waste:use			IsA	Antonym
page:paper			Synonym	MadeOf
mail:post			Antonym	Synonym
trade:business			IsA	IsA
religion:ideology			IsA	IsA
root:tree			PartOf	PartOf
word:number			IsA	Antonym
sign:mark			PartOf	Synonym
game:rule			Synonym	HasA
earth:word			HasA	IsA
country:population			HasA	HasA
car:machine			IsA	IsA
mankind:nature			HasA	PartOf
organ:body			IsA	PartOf
bread:meat			IsA	Antonym
window:glass			Antonym	MadeOf
roof:ceiling			IsA	Synonym
control:power			IsA	IsA
land:shore			HasA	Antonym
water:ice			Synonym	Antonym
frame:picture			Antonym	PartOf
earth:object			IsA	IsA
birth:death			PartOf	Antonym
everything:data			Synonym	IsA
friend:lover			Synonym	Antonym
joint:body			IsA	PartOf
division:business			PartOf	MemberOf
shower:bathroom			PartOf	PartOf
ram:computer			PartOf	PartOf
sound:fun			HasProperty	HasProperty
bar:business			IsA	IsA
leaf:plant			PartOf	PartOf
nose:face			IsA	PartOf
captain:team			IsA	PartOf
look:view			PartOf	Synonym
book:library			HasA	PartOf
news:newspaper			PartOf	PartOf
pleasure:satisfaction			IsA	Synonym
gold:metal			IsA	IsA
vision:view			Antonym	Synonym
ski:travel			IsA	IsA
balloon:air			Synonym	HasA
ear:head			Antonym	PartOf
telephone:call			IsA	Synonym
sound:vision			IsA	Antonym
plant:flower			HasA	HasA
board:wood			Antonym	MadeOf
column:row			Antonym	Antonym
air:land			Antonym	Antonym
pay:tax			Antonym	Antonym
sun:shine			HasA	HasProperty
illness:sickness			HasA	Synonym
love:emotion			IsA	IsA
man:animal			IsA	IsA
china:state			IsA	IsA
vehicle:wheel			HasA	HasA
bag:baggage			IsA	Synonym
cheese:milk			HasA	MadeOf
end:conclusion			IsA	Synonym
stage:scene			PartOf	IsA
wheel:car			PartOf	PartOf
column:text			PartOf	IsA
pen:ink			HasA	HasA
game:match			Synonym	Synonym
part:side			HasA	Synonym
face:nose			Antonym	HasA
box:pack			HasA	Synonym
bus:place			IsA	IsA
pop:sound			IsA	IsA
bone:flesh			IsA	Antonym
hour:second			IsA	Antonym
gentleman:lady			Synonym	Antonym
bar:court			PartOf	PartOf
act:performance			Synonym	IsA
sport:entertainment			IsA	IsA
bone:muscle			IsA	Antonym
bird:mammal			Antonym	Antonym
brick:clay			IsA	MadeOf
black:light			IsA	Antonym
music:tv			Antonym	IsA
book:sentence			HasA	HasA
report:document			IsA	IsA
subject:sentence			PartOf	PartOf
human:social			IsA	HasProperty
dance:sport			IsA	IsA
high:low			IsA	Antonym
employee:worker			Antonym	IsA
ocean:sea			Antonym	Synonym
well:place			IsA	IsA
life:memory			HasA	MadeOf
increase:rise			Synonym	Synonym
knowledge:information			Antonym	Synonym
drive:park			PartOf	Antonym
vacation:work			IsA	Antonym
city:state			IsA	PartOf
apartment:house			IsA	IsA
dice:game			IsA	IsA
room:full			HasA	Antonym
machine:man			Antonym	Antonym
game:fun			HasProperty	HasProperty
face:back			IsA	Antonym
pet:animal			IsA	IsA
ghost:spirit			IsA	Synonym
brain:person			IsA	PartOf
ocean:water			Antonym	HasA
key:door			IsA	PartOf
tax:bill			PartOf	IsA
god:evil			IsA	Antonym
food:fun			HasProperty	HasProperty
size:property			PartOf	IsA
crop:harvest			Antonym	Synonym
squash:sport			IsA	IsA
order:instruction			HasA	Synonym
line:business			IsA	IsA
tree:trunk			HasA	HasA
root:number			PartOf	IsA
ear:eye			Antonym	Antonym
table:wood			Synonym	MadeOf
capital:city			IsA	IsA
team:individual			IsA	Antonym
water:fluid			IsA	HasProperty
kingdom:country			IsA	IsA
example:person			IsA	IsA
rubbish:waste			IsA	IsA
word:language			PartOf	PartOf
book:text			HasA	HasA
costume:dress			IsA	IsA
plate:glass			Antonym	MadeOf
chocolate:sugar			HasA	MadeOf
pavement:road			PartOf	Synonym
use:album			PartOf	IsA
rest:death			Synonym	IsA
mountain:peak			IsA	HasA
iron:metal			IsA	IsA
seed:fruit			Antonym	PartOf
law:rule			IsA	IsA
house:roof			HasA	HasA
darkness:light			Antonym	Antonym
mind:matter			IsA	Antonym
hockey:ice			IsA	HasProperty
animal:vegetable			Antonym	Antonym
coffee:tea			Synonym	Antonym
bit:part			IsA	Synonym
dance:step			IsA	Entails
dog:nose			HasA	HasA
soup:meat			HasA	Antonym
sight:vision			IsA	Synonym
bedroom:floor			HasA	HasA
fish:bone			HasA	HasA
separation:marriage			PartOf	Antonym
grass:weed			IsA	Antonym
planet:world			HasA	IsA
promotion:change			IsA	IsA
court:government			IsA	IsA
house:bathroom			HasA	HasA
person:fun			HasProperty	HasA
string:line			Antonym	Synonym
newspaper:paper			HasA	MadeOf
order:class			IsA	MemberOf
night:time			IsA	IsA
problem:question			IsA	IsA
end:part			IsA	IsA
game:word			HasA	IsA
tree:forest			Synonym	MemberOf
piece:whole			Antonym	PartOf
drive:walk			IsA	Antonym
lake:water			IsA	HasA
game:sport			Synonym	Synonym
race:act			IsA	IsA
problem:challenge			PartOf	Synonym
toe:foot			IsA	PartOf
wine:fruit			HasA	MadeOf
sound:energy			IsA	IsA
eye:face			Antonym	PartOf
beach:sand			HasA	HasA
change:action			Antonym	IsA
eye:needle			Antonym	PartOf
trumpet:horn			HasA	IsA
atom:nucleus			HasA	MadeOf
chapter:text			IsA	PartOf
bone:foot			IsA	PartOf
japan:island			Antonym	IsA
weapon:war			PartOf	PartOf
car:new			HasA	HasProperty
end:change			IsA	IsA
men:girl			Antonym	Antonym
employee:person			IsA	IsA
person:group			HasA	Antonym
picture:movie			PartOf	Antonym
boat:sail			HasA	HasA
company:place			IsA	IsA
garden:lawn			HasA	HasA
figure:text			PartOf	PartOf
nature:city			PartOf	Antonym
fact:information			IsA	IsA
energy:need			Antonym	HasProperty
grass:water			Antonym	Antonym
control:test			IsA	IsA
culture:growth			Antonym	IsA
dinner:party			Synonym	IsA
day:light			HasA	HasProperty
city:place			IsA	IsA
book:knowledge			HasA	IsA
parent:family			PartOf	PartOf
play:nothing			Antonym	Antonym
person:individual			HasA	IsA
stage:screen			Antonym	Antonym
hand:aid			PartOf	IsA
music:sound			HasA	IsA
action:exercise			IsA	Synonym
continent:country			IsA	MadeOf
head:leader			IsA	Synonym
life:experience			IsA	Synonym
home:vacation			PartOf	Antonym
record:play			IsA	Antonym
market:business			IsA	IsA
world:material			IsA	MadeOf
school:university			IsA	Synonym
act:art			PartOf	IsA
dance:fun			HasProperty	HasProperty
door:wood			Antonym	MadeOf
part:whole			IsA	PartOf
female:male			IsA	Antonym
show:program			Antonym	Synonym
beach:shore			HasA	PartOf
world:experience			IsA	IsA
order:law			HasA	Synonym
movie:show			IsA	IsA
water:place			IsA	IsA
matter:stuff			Antonym	Synonym
boot:shoe			Antonym	IsA
animal:body			HasA	HasA
bike:motorcycle			IsA	Synonym
growth:film			PartOf	IsA
market:place			IsA	IsA
home:out			IsA	Antonym
race:fun			HasProperty	HasProperty
sand:stone			IsA	Antonym
pride:satisfaction			IsA	IsA
drive:stop			IsA	Antonym
earth:sea			Antonym	Antonym
nation:state			Synonym	Synonym
article:news			Synonym	HasA
question:statement			IsA	Antonym
music:contemporary			Antonym	HasProperty
long:time			IsA	Synonym
house:window			HasA	HasA
girl:fun			HasProperty	HasA
liberty:freedom			IsA	IsA
job:work			IsA	IsA
jack:flag			HasA	IsA
home:school			PartOf	Antonym
football:fun			HasProperty	HasProperty
collar:neck			Antonym	PartOf
earth:universe			PartOf	PartOf
sport:athlete			Antonym	IsA
spouse:marriage			Synonym	MemberOf
 Test Accuracy :37.37658674188998
 Epoch :15, 	Average cost:2.557134205035949

 Dev Accuracy : 39.83050847457627
 Average Dev Cost : 
 1.7199
[torch.cuda.FloatTensor of size 1 (GPU 0)]


 Testing : 
 Input 			 Prediction 	 Actual
university:place			IsA	IsA
state:city			PartOf	HasA
house:audience			IsA	IsA
earth:soil			HasA	Synonym
envelope:letter			Antonym	HasA
door:car			PartOf	PartOf
floor:carpet			Antonym	HasProperty
center:place			IsA	IsA
basketball:sport			IsA	IsA
nature:industry			Synonym	Antonym
land:soil			HasA	Synonym
point:knife			Synonym	PartOf
organ:instrument			IsA	IsA
leader:follower			IsA	HasA
tongue:mouth			HasA	PartOf
john:man			IsA	Synonym
air:weight			HasA	HasA
food:eat			Synonym	Synonym
house:black			HasA	HasProperty
pool:group			IsA	IsA
village:country			IsA	PartOf
star:galaxy			IsA	MemberOf
ring:gold			Antonym	MadeOf
lease:rent			PartOf	Synonym
cover:book			PartOf	PartOf
mind:heart			Antonym	Antonym
ride:park			PartOf	Antonym
time:newspaper			PartOf	IsA
order:peace			Synonym	Synonym
eye:lens			Antonym	HasA
play:use			IsA	IsA
leg:body			IsA	PartOf
atmosphere:air			Antonym	IsA
bias:prejudice			IsA	IsA
america:world			IsA	PartOf
drug:medicine			Antonym	Synonym
population:person			IsA	IsA
music:talk			IsA	Antonym
galaxy:universe			IsA	PartOf
church:temple			IsA	Antonym
organization:order			Antonym	Synonym
cloud:sky			PartOf	PartOf
hop:jump			IsA	Antonym
set:place			IsA	IsA
fire:fireplace			Antonym	IsA
language:phrase			IsA	Synonym
lot:crowd			PartOf	Synonym
column:table			Antonym	PartOf
black:white			Antonym	Antonym
faith:confidence			HasA	Synonym
ship:vessel			IsA	IsA
day:morning			Synonym	Antonym
bottle:glass			Synonym	MadeOf
lady:man			IsA	Antonym
gold:value			IsA	HasA
castle:place			IsA	IsA
toilet:bathroom			Synonym	Synonym
dinner:meal			IsA	IsA
begin:end			HasA	Antonym
oxygen:atmosphere			PartOf	PartOf
mountain:land			IsA	MadeOf
sea:blue			IsA	HasProperty
face:body			IsA	PartOf
church:altar			HasA	HasA
change:money			Antonym	IsA
head:hammer			Antonym	PartOf
city:state			IsA	Antonym
person:skin			HasA	HasA
pitch:play			IsA	IsA
river:stream			IsA	Antonym
comfort:support			IsA	IsA
body:human			IsA	PartOf
group:band			Synonym	Synonym
act:action			Antonym	Synonym
trouble:life			IsA	PartOf
nucleus:cell			IsA	PartOf
dance:art			IsA	IsA
bedroom:bathroom			HasA	Antonym
art:creation			IsA	IsA
everyone:value			HasA	HasA
farm:town			IsA	Antonym
bread:flour			HasA	MadeOf
word:letter			Synonym	MadeOf
sheet:page			IsA	Synonym
galaxy:universe			IsA	MemberOf
car:seat			HasA	HasA
child:fun			HasProperty	HasA
earth:gravity			HasA	HasA
pleasure:happiness			IsA	Synonym
field:forest			PartOf	Antonym
tool:metal			Synonym	MadeOf
night:dark			Synonym	HasProperty
leaf:tree			PartOf	PartOf
board:surface			HasA	IsA
party:work			IsA	Antonym
cookie:text			IsA	IsA
peace:order			IsA	IsA
vision:dream			PartOf	Synonym
drive:ride			IsA	Synonym
story:interest			Synonym	HasProperty
pupil:student			PartOf	Synonym
gold:silver			Antonym	Antonym
dress:coat			HasA	Synonym
house:tv			HasA	HasA
answer:question			IsA	Antonym
argument:conclusion			Synonym	PartOf
organism:disease			HasA	HasA
body:organ			Antonym	HasA
person:social			HasA	HasProperty
sea:water			IsA	MadeOf
edge:sword			PartOf	PartOf
second:minute			IsA	PartOf
blue:white			Antonym	Antonym
crop:plant			PartOf	IsA
japan:pacific			IsA	PartOf
war:violence			HasA	IsA
man:wife			Synonym	Antonym
book:interest			HasA	HasProperty
room:door			HasA	HasA
scene:movie			PartOf	PartOf
father:parent			IsA	IsA
language:communication			IsA	IsA
floor:hallway			PartOf	PartOf
study:school			Antonym	IsA
star:constellation			IsA	MemberOf
feature:article			IsA	Synonym
note:scale			Antonym	MemberOf
america:country			IsA	IsA
horse:foot			HasA	HasA
travel:fun			HasProperty	HasProperty
butter:milk			IsA	MadeOf
baby:family			IsA	PartOf
sound:nothing			Antonym	Antonym
stone:high			IsA	Synonym
sun:company			IsA	IsA
shop:store			IsA	Synonym
house:wood			HasA	MadeOf
beam:light			PartOf	IsA
movement:change			IsA	IsA
table:plate			Synonym	Antonym
action:work			IsA	IsA
act:drama			PartOf	IsA
share:stock			Synonym	Synonym
salt:vinegar			Antonym	Antonym
knowledge:freedom			Antonym	IsA
china:country			IsA	IsA
cover:report			IsA	Synonym
fun:life			IsA	PartOf
i:answer			Antonym	HasA
rain:water			Antonym	IsA
confidence:fear			IsA	Antonym
house:stone			HasA	MadeOf
story:truth			Antonym	Antonym
child:fun			HasProperty	HasProperty
spine:body			PartOf	PartOf
pain:life			PartOf	PartOf
part:hair			HasA	PartOf
article:document			IsA	PartOf
data:bit			HasProperty	MadeOf
science:magic			Antonym	Antonym
buy:sell			IsA	Antonym
forest:nature			IsA	PartOf
factory:place			IsA	IsA
family:business			IsA	IsA
car:roof			HasA	HasA
meat:vegetable			IsA	Antonym
one:song			PartOf	IsA
master:person			IsA	IsA
glass:sand			Antonym	MadeOf
memory:experience			IsA	MadeOf
crime:book			PartOf	IsA
gas:oil			Antonym	Antonym
gun:war			PartOf	PartOf
window:house			PartOf	PartOf
word:dictionary			PartOf	PartOf
performance:show			PartOf	IsA
stand:support			IsA	Synonym
plan:idea			IsA	IsA
agreement:contract			IsA	Synonym
date:point			IsA	IsA
board:table			IsA	Synonym
set:member			Synonym	MadeOf
city:crowd			IsA	HasProperty
air:water			HasA	Antonym
letter:text			IsA	IsA
light:white			Antonym	Synonym
color:blue			Antonym	HasProperty
music:information			IsA	HasA
earth:moon			Antonym	HasA
air:atmosphere			IsA	Synonym
cup:plate			IsA	Antonym
hand:finger			Synonym	Antonym
top:cover			Synonym	IsA
adventure:game			IsA	IsA
spirit:light			HasA	HasProperty
pleasure:joy			Synonym	Synonym
puppy:dog			IsA	IsA
mouse:computer			PartOf	PartOf
mind:person			IsA	PartOf
practice:theory			Antonym	Antonym
land:ocean			HasA	Antonym
paper:article			IsA	IsA
will:purpose			IsA	IsA
back:main			Antonym	Antonym
action:performance			Synonym	Synonym
base:top			IsA	Antonym
father:priest			IsA	Synonym
side:edge			IsA	Synonym
touch:sight			IsA	Antonym
bone:tissue			IsA	Antonym
arch:bridge			PartOf	PartOf
age:life			IsA	PartOf
garden:place			IsA	IsA
america:democracy			IsA	IsA
experience:education			PartOf	IsA
meat:animal			IsA	MadeOf
forest:land			IsA	IsA
parent:family			PartOf	MemberOf
sugar:juice			IsA	PartOf
side:back			IsA	Antonym
game:action			IsA	IsA
violence:action			IsA	IsA
net:goal			IsA	IsA
water:wood			IsA	Antonym
china:asia			IsA	PartOf
fear:love			Antonym	Antonym
purpose:object			IsA	Synonym
act:performance			Synonym	PartOf
glass:orange			Antonym	HasProperty
child:boy			Synonym	Synonym
board:committee			IsA	Synonym
minister:government			Antonym	PartOf
rise:change			IsA	IsA
foot:toe			Antonym	Antonym
shop:buy			IsA	Entails
enjoyment:fun			HasProperty	Synonym
christian:church			Antonym	MemberOf
bedroom:house			PartOf	PartOf
earth:space			IsA	Antonym
box:seat			HasA	IsA
home:residence			PartOf	Synonym
great:small			Synonym	Antonym
father:leader			IsA	IsA
class:teacher			Synonym	Antonym
bit:key			Antonym	PartOf
house:big			HasA	HasProperty
computer:hardware			HasA	MadeOf
seat:support			IsA	IsA
police:person			IsA	IsA
fireplace:fire			IsA	HasA
imagination:mind			Antonym	PartOf
cat:eye			HasA	HasA
function:purpose			PartOf	Synonym
home:office			PartOf	Antonym
everything:matter			IsA	MadeOf
bathroom:sink			HasA	HasA
star:constellation			IsA	PartOf
bedroom:room			IsA	IsA
theory:fact			IsA	Antonym
nothing:something			IsA	Antonym
page:cover			Synonym	Antonym
toilet:bathroom			Synonym	PartOf
music:speech			IsA	Antonym
blue:color			IsA	IsA
object:tool			IsA	IsA
computer:screen			HasA	HasA
milk:cheese			PartOf	Antonym
girl:man			IsA	Antonym
support:pressure			HasA	Antonym
monitor:tv			PartOf	IsA
accident:event			IsA	Synonym
head:leader			IsA	IsA
look:touch			IsA	Antonym
love:war			PartOf	Antonym
woman:baby			HasA	HasA
wine:alcohol			HasA	HasA
person:god			HasA	HasProperty
horse:leg			HasA	HasA
competition:sport			IsA	PartOf
party:fun			HasProperty	IsA
earth:clay			HasA	Synonym
song:album			IsA	PartOf
cement:concrete			IsA	PartOf
book:magazine			HasA	Antonym
bird:eye			HasA	HasA
white:color			IsA	IsA
fruit:water			HasA	HasA
work:recreation			PartOf	Antonym
face:surface			IsA	Synonym
disease:illness			IsA	IsA
bag:fabric			IsA	MadeOf
coach:teacher			IsA	IsA
balance:account			PartOf	Synonym
country:state			HasA	HasA
god:church			PartOf	PartOf
intersection:road			PartOf	PartOf
father:son			IsA	Antonym
action:movement			Synonym	Synonym
piece:collection			Antonym	PartOf
beach:shore			HasA	IsA
book:collection			HasA	IsA
everyone:standard			HasA	HasA
pay:payment			IsA	IsA
window:frame			IsA	HasA
page:work			IsA	IsA
cancer:growth			IsA	Synonym
lady:woman			IsA	Synonym
dress:gown			Antonym	Synonym
information:book			PartOf	PartOf
record:information			IsA	HasA
seed:fruit			Antonym	IsA
earth:planet			PartOf	Synonym
work:leisure			PartOf	Antonym
elephant:trunk			HasA	HasA
kid:play			IsA	HasProperty
waste:refuse			IsA	Synonym
fire:element			IsA	IsA
seat:bed			HasA	Antonym
foot:body			IsA	PartOf
juice:milk			Synonym	Antonym
program:performance			IsA	IsA
union:marriage			Synonym	Synonym
world:country			PartOf	MadeOf
plant:action			IsA	IsA
television:tv			Antonym	IsA
woman:breast			HasA	HasA
bench:court			Antonym	PartOf
story:fact			IsA	Antonym
group:set			Antonym	Synonym
boy:girl			IsA	Antonym
king:royal			IsA	HasProperty
light:knowledge			IsA	Synonym
apartment:home			HasA	IsA
joy:sorrow			Synonym	Antonym
library:place			IsA	IsA
practice:trial			Antonym	Synonym
bar:support			IsA	IsA
hour:day			IsA	PartOf
stone:wood			IsA	Antonym
house:furniture			HasA	HasA
everybody:nobody			Antonym	Antonym
mailbox:mail			PartOf	HasA
phone:ring			HasA	Synonym
water:cold			IsA	HasProperty
wife:child			IsA	HasA
hand:body			PartOf	PartOf
face:head			IsA	PartOf
person:hair			HasA	HasA
car:vehicle			IsA	Synonym
hospital:patient			IsA	HasA
mouth:face			IsA	PartOf
light:energy			IsA	MadeOf
book:text			HasA	IsA
well:water			HasA	HasA
gate:wall			HasA	Antonym
car:bike			HasA	Antonym
day:night			Antonym	Antonym
cup:drink			IsA	HasA
religion:culture			IsA	PartOf
coffee:water			HasA	MadeOf
middle:part			IsA	IsA
crop:weed			Synonym	Antonym
brook:water			IsA	MadeOf
mind:mood			HasA	Synonym
court:residence			IsA	IsA
department:division			IsA	IsA
green:red			IsA	Antonym
everything:nothing			Antonym	Antonym
family:order			IsA	MemberOf
man:nature			IsA	PartOf
spirit:person			IsA	IsA
air:oxygen			HasA	HasA
tissue:skin			Antonym	PartOf
night:darkness			HasA	Synonym
power:control			IsA	Synonym
hall:room			IsA	Antonym
affection:love			IsA	Synonym
house:white			HasA	HasProperty
bottle:beer			Antonym	HasA
map:information			IsA	HasA
deal:lot			Antonym	Synonym
love:lover			Synonym	Synonym
boyfriend:girlfriend			IsA	Antonym
home:street			Synonym	Antonym
lid:top			IsA	IsA
radio:tv			Antonym	Antonym
ocean:sea			Antonym	IsA
trunk:car			PartOf	PartOf
money:value			IsA	HasA
help:trouble			Synonym	Antonym
child:young			HasA	HasProperty
edinburgh:place			IsA	IsA
doorway:wall			Antonym	PartOf
punishment:crime			IsA	Antonym
bathroom:toilet			IsA	HasA
statement:fact			Antonym	IsA
bicycle:bike			IsA	Synonym
street:pavement			HasA	MadeOf
top:foot			HasA	Antonym
sand:soil			IsA	Antonym
house:lawn			HasA	HasA
energy:electron			HasA	MadeOf
break:change			IsA	IsA
garden:yard			HasA	IsA
car:red			HasA	HasProperty
nut:bolt			IsA	PartOf
action:energy			HasA	Synonym
sister:family			IsA	PartOf
oil:water			Antonym	Antonym
love:care			IsA	IsA
defeat:end			IsA	IsA
america:continent			IsA	IsA
minute:hour			IsA	PartOf
novel:story			IsA	IsA
line:letter			IsA	PartOf
camp:fun			HasProperty	HasProperty
society:club			Antonym	IsA
play:film			Antonym	IsA
camp:place			IsA	IsA
form:word			Antonym	IsA
sorrow:life			IsA	PartOf
material:fabric			Synonym	Synonym
division:union			Antonym	Antonym
god:human			PartOf	IsA
stone:water			HasA	Antonym
music:television			PartOf	Antonym
lemon:orange			IsA	Antonym
population:person			IsA	Antonym
enemy:friend			IsA	Antonym
man:staff			IsA	IsA
nice:france			PartOf	PartOf
bus:coach			HasA	Synonym
profit:benefit			IsA	Antonym
capital:town			PartOf	Antonym
voice:sound			IsA	IsA
husband:family			IsA	PartOf
glass:window			IsA	PartOf
chicken:vegetable			IsA	Antonym
cloud:water			Antonym	HasA
bar:place			IsA	IsA
agreement:deal			IsA	Synonym
fun:free			Antonym	HasProperty
page:record			Synonym	Synonym
mind:idea			IsA	Synonym
person:water			HasA	MadeOf
chapter:book			PartOf	PartOf
toy:fun			HasProperty	HasProperty
heart:organ			PartOf	IsA
fire:ice			Antonym	Antonym
set:number			IsA	HasA
music:tune			IsA	HasA
question:problem			IsA	Synonym
waste:use			IsA	Antonym
page:paper			Synonym	MadeOf
mail:post			Antonym	Synonym
trade:business			IsA	IsA
religion:ideology			IsA	IsA
root:tree			PartOf	PartOf
word:number			IsA	Antonym
sign:mark			PartOf	Synonym
game:rule			Synonym	HasA
earth:word			HasA	IsA
country:population			HasA	HasA
car:machine			IsA	IsA
mankind:nature			HasA	PartOf
organ:body			IsA	PartOf
bread:meat			IsA	Antonym
window:glass			Antonym	MadeOf
roof:ceiling			IsA	Synonym
control:power			IsA	IsA
land:shore			HasA	Antonym
water:ice			Synonym	Antonym
frame:picture			Antonym	PartOf
earth:object			IsA	IsA
birth:death			Antonym	Antonym
everything:data			Synonym	IsA
friend:lover			Synonym	Antonym
joint:body			IsA	PartOf
division:business			PartOf	MemberOf
shower:bathroom			PartOf	PartOf
ram:computer			PartOf	PartOf
sound:fun			HasProperty	HasProperty
bar:business			IsA	IsA
leaf:plant			PartOf	PartOf
nose:face			IsA	PartOf
captain:team			IsA	PartOf
look:view			Synonym	Synonym
book:library			HasA	PartOf
news:newspaper			PartOf	PartOf
pleasure:satisfaction			Antonym	Synonym
gold:metal			IsA	IsA
vision:view			Antonym	Synonym
ski:travel			IsA	IsA
balloon:air			Synonym	HasA
ear:head			Antonym	PartOf
telephone:call			IsA	Synonym
sound:vision			IsA	Antonym
plant:flower			HasA	HasA
board:wood			Antonym	MadeOf
column:row			Antonym	Antonym
air:land			Antonym	Antonym
pay:tax			Antonym	Antonym
sun:shine			HasA	HasProperty
illness:sickness			HasA	Synonym
love:emotion			IsA	IsA
man:animal			IsA	IsA
china:state			IsA	IsA
vehicle:wheel			HasA	HasA
bag:baggage			IsA	Synonym
cheese:milk			HasA	MadeOf
end:conclusion			IsA	Synonym
stage:scene			PartOf	IsA
wheel:car			PartOf	PartOf
column:text			PartOf	IsA
pen:ink			HasA	HasA
game:match			Synonym	Synonym
part:side			HasA	Synonym
face:nose			Antonym	HasA
box:pack			HasA	Synonym
bus:place			IsA	IsA
pop:sound			IsA	IsA
bone:flesh			IsA	Antonym
hour:second			Antonym	Antonym
gentleman:lady			Synonym	Antonym
bar:court			PartOf	PartOf
act:performance			Synonym	IsA
sport:entertainment			IsA	IsA
bone:muscle			IsA	Antonym
bird:mammal			Antonym	Antonym
brick:clay			IsA	MadeOf
black:light			IsA	Antonym
music:tv			Antonym	IsA
book:sentence			HasA	HasA
report:document			IsA	IsA
subject:sentence			PartOf	PartOf
human:social			IsA	HasProperty
dance:sport			IsA	IsA
high:low			IsA	Antonym
employee:worker			Antonym	IsA
ocean:sea			Antonym	Synonym
well:place			IsA	IsA
life:memory			HasA	MadeOf
increase:rise			Synonym	Synonym
knowledge:information			Antonym	Synonym
drive:park			PartOf	Antonym
vacation:work			IsA	Antonym
city:state			IsA	PartOf
apartment:house			Antonym	IsA
dice:game			IsA	IsA
room:full			HasA	Antonym
machine:man			Antonym	Antonym
game:fun			HasProperty	HasProperty
face:back			IsA	Antonym
pet:animal			IsA	IsA
ghost:spirit			IsA	Synonym
brain:person			IsA	PartOf
ocean:water			Antonym	HasA
key:door			IsA	PartOf
tax:bill			PartOf	IsA
god:evil			IsA	Antonym
food:fun			HasProperty	HasProperty
size:property			PartOf	IsA
crop:harvest			Antonym	Synonym
squash:sport			IsA	IsA
order:instruction			HasA	Synonym
line:business			IsA	IsA
tree:trunk			HasA	HasA
root:number			PartOf	IsA
ear:eye			Antonym	Antonym
table:wood			Synonym	MadeOf
capital:city			IsA	IsA
team:individual			IsA	Antonym
water:fluid			IsA	HasProperty
kingdom:country			IsA	IsA
example:person			IsA	IsA
rubbish:waste			IsA	IsA
word:language			PartOf	PartOf
book:text			HasA	HasA
costume:dress			IsA	IsA
plate:glass			Antonym	MadeOf
chocolate:sugar			HasA	MadeOf
pavement:road			PartOf	Synonym
use:album			PartOf	IsA
rest:death			Synonym	IsA
mountain:peak			IsA	HasA
